"Tier","Subsystem","ShortSha","Date","Author","Subject","FullSha"
"3","Bounds & Exploits","6c84ff79f","2017-05-24","eir","Prevent Autocomplete Quest Packet-Editing Exploit (#844)","6c84ff79f7c504c58f22c4f171d9da845e97092b"
"5","General Systems","7910236ab","2017-05-24","Staden","Revert ""fix object pools respawn after restart (#424)""","7910236ab6184db0c9d512e12acf62df395245b5"
"4","AI & Movement","6608c2556","2017-05-25","Prithu","Re-added creature setfacing spline since some old creature scripts seem to depend on it... (#843)","6608c2556b67d77e14a411f2fa76c8dda2e3557d"
"2","Combat & Spells","bb8cfdd33","2017-05-24","Staden","Revert ""Fix being able to cast spells whilst under CC effects (#418)""","bb8cfdd333fbc53c67f6dd628e5d1407df04bb6e"
"5","Core Architecture","cd85724ae","2017-05-24","Staden","Revert ""remove players from visibility list (#500)""","cd85724ae8e73989a3adb1ab003dcf07f80b8fad"
"5","General Systems","9cf0bb891","2017-05-24","Staden","Revert ""fix iterator increment (#595)""","9cf0bb891aeac0fe5b0c7c0269302f903c127945"
"5","General Systems","7c6e444ef","2017-05-24","Staden","Revert ""Fixes to the PvP flag mechanics (#588)""","7c6e444ef3682f7fac048159a5f9b6a7c77083c9"
"5","Core Architecture","6a1014f05","2017-05-24","Staden","Revert ""add playervsneutral case to Unit::GetReactionTo (#337)""","6a1014f05a58e2e0f6b18a53ee384d452fce0f16"
"5","General Systems","8107bf906","2017-05-24","WobLight","Battleground: improved AB and AV flag animation responsivness (#833)","8107bf906f3b778e73c0dfbd9887e24c8ea6cd75"
"5","General Systems","52b0d7081","2017-05-24","Staden","Small fix - merge weirdness","52b0d7081a528c74e03f149f2f75a27904771808"
"2","Combat & Spells","e6a2a83b1","2017-05-22","GuybrushGit","Readded spell_proc_event for Aura of the Blue Dragon (#823)","e6a2a83b18cedac8898828b2a670e7ab5bf1a884"
"5","General Systems","16f8ab237","2017-05-22","GuybrushGit","Fix to Combustion not being removed on dispel (#825)","16f8ab237542362ce9265eef8d2528ce5c403d06"
"5","Encounters & World","809e6e408","2017-05-23","GuybrushGit","Prevent stacking multiple shadow vulns (#830)","809e6e40832e0e9aaf30b54c896c0491aba7a78e"
"5","General Systems","3b8277532","2017-05-24","Staden","Update release","3b8277532337d23dc8fe7eeb86b35cdb4da0251d"
"5","General Systems","a0cf000ab","2017-05-23","shmigy429","Update some InhabitTypes (#829)","a0cf000ab7d1cf92567356667ed0c80e0016297c"
"5","Encounters & World","890bab3bb","2017-05-22","jaxsax","Add sql merge script for linux (#820)","890bab3bb69f70a4ed163eb947592d55dbe0741a"
"5","Encounters & World","a05074cac","2017-05-22","Staden","Prevent .namego from applying honourless target","a05074caca6482c3c164007678941011adfc8526"
"5","Core Architecture","e36438f85","2017-05-22","Staden","Add some additional error messages to the other guild commands","e36438f85d1e20c634ea0871cddb77e0c79a45a6"
"5","Encounters & World","c2a0a16f0","2017-05-22","Staden","Add additional error messages to .guild invite command at the request of GMs","c2a0a16f0e70e70d6620018d2d5a536591a17454"
"1","Crashes & Security","d63bf04b7","2017-05-22","brotalnia","Change batch script for merging migrations to create a separate sql file for each database (#818)","d63bf04b76aab7346b54e8dbbbaf57d7d2fd0ccc"
"5","General Systems","193312bb4","2017-05-22","shmigy429","Update Skeletons immune mask (#786)","193312bb4fb7c98e5d484de0f01bdd9f6ec9810b"
"4","AI & Movement","6194da76e","2017-05-22","brotalnia","Fixed TempSummonType for OOX-22/FE escort quest (#817)","6194da76edf4b76f772f0d2c8055d369832d5f2e"
"5","General Systems","8a5d86610","2017-05-22","Staden","Fix Thanan text #796","8a5d866109ca3bebd0d74656a5507d0d7c7a1b13"
"4","AI & Movement","9d6afbbb5","2017-05-22","brotalnia","Improvements for ScriptedPetAI, Timbermaw Defender and Arcanite Dragonling (#798)","9d6afbbb5b78360b5679fab8217b38df5fb39e3d"
"4","AI & Movement","7033880e0","2017-05-22","sipertruk","fix grimtotem naturalists ai and model (#803)","7033880e0626773a0cd6bcf16455c43c5f4032b5"
"5","Encounters & World","b91ec3190","2017-05-22","brotalnia","Prevent Zul'Farrak zombies from respawning (#808)","b91ec319090768468df6024bc29295a63ba5da69"
"5","Encounters & World","557b7e4f9","2017-05-22","brotalnia","Fixed spawns for quest Rescue OOX-09/HL! (#809)","557b7e4f9bbc922a4cb426f87e259c87c93e5246"
"5","General Systems","ea9820a20","2017-05-22","WobLight","Transform scaling improvements and Dartol's Rod + Orb of Deception fix (#810)","ea9820a2025cefc845cd9574794374dc916a9f9d"
"5","Encounters & World","2e944f971","2017-05-22","brotalnia","Greatmother Hawkwind should gesture upon accepting quest A Humble Task 2 (#807)","2e944f971360ce907faa8f373973f6a0740a8e06"
"5","General Systems","7b6283b0d","2017-05-22","GuybrushGit","Fixes to Ouro Sand Blast (#814)","7b6283b0dc3f31c57b842c0498c3795bddab80dd"
"5","Encounters & World","2c99bc91b","2017-05-21","Gemt","naxxramas: Dialogues and zone-wide yells added. Dialogue between LK and KT after sapp dies. KT yells when wing-end-boss is killed. Random screams from thaddius (need to figure out who should be the source of those screams).","2c99bc91bda908d028946f926c4061536fa72e43"
"1","Crashes & Security","a66e99439","2017-05-21","Gemt","naxx dk wing: fix offhand model of deathknights. Change slight randomization of curse of agony aura application for mounted units","a66e99439561169d6b77cc82f3672f71ea682f93"
"1","Crashes & Security","b09a77253","2017-05-21","Gemt","naxxramas script_texts: fixed some incorrect sound IDs, changed some script_text types to ZONE_YELL","b09a77253ba9a306f35a0a667f2bdf039a1a122d"
"1","Crashes & Security","4cd412bd9","2017-05-21","Gemt","dk wing creatures: model equipment updates for dk, dk understudy. Scale change for mounted units. added a death lord. Update dk captain dmg and eventAI","4cd412bd9fa8c5cacba7189ba5e2a150204bfb9a"
"1","Crashes & Security","45d9bf88d","2017-05-21","Gemt","deathknight_wing.sql - few trash changes and notes for further changes","45d9bf88dec15f6963d01be87480994930b12e67"
"5","General Systems","a6f2f0d34","2017-05-21","Gemt","anub attackspeed update","a6f2f0d34599c23db02b7e7cdf5302cb86a7cac7"
"4","AI & Movement","5b39e4c32","2017-05-21","Gemt","anub: adds now perform emote on enrage. Add despawn after corpse explosion now have a slight delay, as can be seen from retail vanilla videos. Mis cleanup","5b39e4c32fe4cdea86d43b46b2050e5c9e9d28c0"
"1","Crashes & Security","8e9aa29cc","2017-05-21","Gemt","TemporarySummon::UnSummon added parameter delayDespawnTime with default value 0. I value > 0, the m_type is changed to timed despawn, and m_timer is initialized to parameter value.","8e9aa29cc9e678b68f9445da551e5dce502b2155"
"4","AI & Movement","7e1ff9b8b","2017-05-20","Gemt","fix grobbulus ai use of wrong enum value","7e1ff9b8b237ef0f6601df96b3ee67e248e52a8b"
"4","AI & Movement","80ea480e7","2017-05-20","Gemt"," replace GetData64 with GetSingleCreatureFromStorage in anub code","80ea480e72de3c5900e2bd74addf1ce0dcab8e95"
"5","Encounters & World","5de69e5ac","2017-05-20","Gemt","added various script_text ids to enums of various naxx bosses","5de69e5ac6d4c8529705d3236b5c09b47f688e1d"
"5","Encounters & World","7395ea280","2017-05-20","Gemt","added scriptdev2 code to boss_grobbulus.cpp","7395ea28025454f985590cc8293014a1f1d423ef"
"5","Encounters & World","8835c576b","2017-05-20","Gemt","naxx: additional script_texts for naxx from scriptdev2","8835c576bbe3b2998b7a7a06cef4706af1763075"
"2","Combat & Spells","c1f071f9c","2017-05-20","Gemt","revert some testcode in Spell::EffectPlayerPull. Added comment in the function","c1f071f9cd4dbc13db5aed8e9a50898cb80b279a"
"2","Combat & Spells","f9f6708ac","2017-05-20","Gemt","thadddius comment about SPELL_MAGNETIC_PULL","f9f6708ac0951755598f18788f1f1505626aa26c"
"4","AI & Movement","b83d40c15","2017-05-20","Gemt","maexxna: web-wrap logic close enough to complete for now. New wrap locations added, which might need adjustments","b83d40c15989750cb41a512a9c2002445f6b01b0"
"4","AI & Movement","8d2e3e934","2017-05-20","Gemt","maexxna: added creature with entry 17286 to creature_template (invisible man). Removed poison shock necrotic poison and scriptname from spiderlings. Adjusted hp of spiderlings.","8d2e3e93441b5a2c41072dabe8d7ab571dc5ea01"
"4","AI & Movement","3762c483b","2017-05-20","Gemt","fix boss_twinemperorsAI::GetPlayerInP2PRange to return a random valid target, rather than always last-on-aggro target (#799)","3762c483b36bd9656fc81244f8b52ab3ef1d10c7"
"4","AI & Movement","6dc388c77","2017-05-20","Gemt","Maexxna: remove spiderlings from creature table. Give webs and spiderligns correct faction","6dc388c77f180ebca5c9f2fbece0c2663b3c0f88"
"2","Combat & Spells","e39f13195","2017-05-20","Gemt","experimenting with Spell::EffectPlayerPull wip","e39f1319539659be90fb229862b01ead7a2b44da"
"2","Combat & Spells","e30a1f90c","2017-05-20","Gemt","SPELL_MAGNETIC_PULL added to thaddius encounter","e30a1f90c4566e83da7d7133f29bb8f5bfd5a006"
"4","AI & Movement","efc705e0a","2017-05-20","Gemt","remove  maexxna webs from creature table","efc705e0aa287834f043bc92afd9f484e515e01d"
"4","AI & Movement","34238791c","2017-05-20","brotalnia","Script improvements for quest chain The Legend of Stalvan (#790)","34238791ceea4072e8ecc02e54e27f00f453b017"
"4","AI & Movement","6c463f365","2017-05-19","Gemt","maexxna: hp, armor and dmg updated to relfect picture found at http://www.kurai.com/wow/naxx/maexxna.jpg","6c463f365643cfcb1f1071b24dfab2e158b96edc"
"4","AI & Movement","0be04c9b5","2017-05-19","brotalnia","Fixed gossips for all class trainers (#775)","0be04c9b5951df72c53722f487920d6bdb4229f9"
"5","General Systems","c688d5ff9","2017-05-18","shmigy429","Correct Spectral Mob Immune Mask. Fixes #704 (#754)","c688d5ff95212e73872fab6233adcc549d6a4377"
"4","AI & Movement","e522195a7","2017-05-18","Staden","Despawn Pilot Xiggs after 5m rather than 2.5h Closes #468","e522195a7bef4174b6c442bce2cea87f573de559"
"5","General Systems","8b36dba52","2017-05-18","GuybrushGit","Fixes to the Anubisath mobs (#771)","8b36dba52db1e0dda5dceb18fa095a8d26611832"
"4","AI & Movement","53a405f04","2017-05-18","Staden","Fix quest text for 'Etched Note' Closes #770","53a405f044e19b4d9d06c7fa73fdc9da0b6c7e16"
"2","Combat & Spells","d00734c92","2017-05-18","Gemt","maexxna: a few spells and notes for further development","d00734c92dae4d56ee6e9ba771d1ec59c8608eb4"
"5","Encounters & World","c499b0527","2017-05-18","Gemt","naxx instance script: massive rewrite of GOs handling. Most doors should now function correctly. A few todonotes added regarding the doors. Teleporters now seem correct.","c499b0527987e0df6454c960e33ce66a647eb9fb"
"5","General Systems","6db0e9586","2017-05-18","Gemt","naxx GOs: doors can no longer be interracted with. Was not true for all doors in original naxx, but it seemed more like a bug than a feature. Makes dealing with locks easier as well. Portal flags now correct.","6db0e9586c4cc48b9bb462570cb87a3b869b1a0a"
"5","Encounters & World","46634e349","2017-05-18","Staden","Add missing fireworks vendor, Fizzlebang Booms, to Tinker Town","46634e349ee7feba124d58f616b7b1ee9848c7c8"
"5","General Systems","548dee68e","2017-05-18","Staden","Correct Fang of the Mystics DPS for pre-1.10","548dee68edb5bf2afc3b2a66fe4c469c210a2fc4"
"5","General Systems","bd80563c9","2017-05-18","Cephei","Corrected the weapon skill based hit/miss chance calculation","bd80563c9fba786c1f6fa478f081f16d3c34a4d5"
"4","AI & Movement","8acc855b7","2017-05-18","GuybrushGit","Fix to Buru Egg Explosion (#757)","8acc855b7e1f6f2b7cb5aa06d0f61d36a84d5f0f"
"5","Encounters & World","bcc751c7c","2017-05-17","Gemt","imported boss_thaddius from scriptdev2. Various modifications to suit our core, still wip. Removed my custom guid storages from naxxramas class, moved to scriptedInstance guid storages. WIP gameobject handling in instance_naxxramas","bcc751c7caba393b409ad6f0a6cd501e6b280733"
"4","AI & Movement","2c6b5ca85","2017-05-17","Gemt","added new tesla coil creatures to creature table","2c6b5ca8537e1329d51d43d4fea21a4fecf6691a"
"4","AI & Movement","92b5f1bca","2017-05-17","Gemt","thaddius sql: added tesla coil creature to creature_template","92b5f1bca8c46ccf2c4066fc9237894ce3cdb49c"
"4","AI & Movement","ff3d7c0b6","2017-05-17","Gemt","thaddius: update creature_template for feugen to have correct scriptname","ff3d7c0b6dd8f361f28bfdd09ecabdd719f0baca"
"5","Encounters & World","d4c92b76a","2017-05-17","Gemt","added .debug play scripttext as a chatcommand","d4c92b76afd193a3101f3e739ee23cc4c7d2128d"
"1","Crashes & Security","7842849f7","2017-05-17","Gemt","naxxscript: various gameobject activate/deactivate changes","7842849f7a1880e07c469056b4e0ec6176b4f17c"
"2","Combat & Spells","c6185cfd8","2017-05-17","Gemt","areatrigger to tp to frostwyrm lair removed from spell_target_position and added to scripted_areatrigger. Script will only TP the player when all 4 wing-endbosses area dead. Gave the spell that teleports players from end of wing to central hub its teleport location","c6185cfd8f90dff3b9f2a2a5427f0c2b1400b5a0"
"5","Encounters & World","5ee23f66e","2017-05-17","Gemt"," added thaddius script loading to src/scripts/ScriptLoader.cpp","5ee23f66ed787182ba643630e1178d970990f34d"
"5","Encounters & World","fcd1dfc21","2017-05-17","Gemt","four horsemen: added common baseclass. Setting instancedata on killed and reset","fcd1dfc21e561e430402b689f17da970c48e6caa"
"5","Encounters & World","45cec76de","2017-05-17","Gemt","added boss_thaddius script with some basic required stuff","45cec76de18736bd025d8de2a54182c8c4322ba1"
"2","Combat & Spells","146ee6122","2017-05-17","Gemt","sapphiron: a couple of spells added to sapphiron enum","146ee6122bd7e4a9d0fb4f6d35faf734f53c52b9"
"4","AI & Movement","d52c21039","2017-05-17","Gemt","naxx: cleanup gameobject and creature guids. Removed each variable holding a guid and placed them in unordered maps. Added utility functions for encounter gate-doors","d52c21039177d2443d25770d60494bd8b1a3cf01"
"5","Encounters & World","df958d338","2017-05-17","sipertruk","Uldaman altar event left broken after #541 (#745)","df958d338c9a7bd48679f7367717f39641a081cb"
"5","Encounters & World","c86d34f95","2017-05-17","StadenElysium","Merge pull request #744 from GuybrushGit/issue-591","c86d34f95ee672e7775fef70781d9300818ecbb1"
"5","Encounters & World","36c6d5dac","2017-05-17","GuybrushGit","Fixes to Rajaxx encounter","36c6d5dac911a5359011efb562c1a687873346a7"
"5","General Systems","ecbbee493","2017-05-16","GuybrushGit","Fixes to General Andorov and Kaldorei Elite","ecbbee493159be685a5a8dc5b320ba06e42ed96e"
"5","Encounters & World","b12112e78","2017-05-16","StadenElysium","Merge pull request #743 from WobLight/shutdown_deserter_fix","b12112e78e036a8a37ab23768ece9b461ba977b7"
"5","Core Architecture","2fcfe3ae5","2017-05-16","woblight","Shutdown: don't mark players as deserters","2fcfe3ae50b499803a9bf2352fad838451291cf4"
"4","AI & Movement","470db9370","2017-05-16","Staden","Don't close loot window upon player movement #689","470db9370bbf31518830039f7589eb59fa4e8774"
"5","Encounters & World","4a3dc10d9","2017-05-16","StadenElysium","Merge pull request #693 from WobLight/teleport_on_dced_fix","4a3dc10d9d7af66618a3dacf7543af97723293c2"
"5","Encounters & World","b4795959b","2017-05-16","StadenElysium","Merge pull request #734 from elysium-project/honor_mark_fix","b4795959b6358ad57fddd4c9e1648c018a41a805"
"5","Encounters & World","050266e77","2017-05-16","StadenElysium","Merge pull request #735 from GuybrushGit/issue-638","050266e77faef89b1630e004c832707e5b084a40"
"5","Encounters & World","3b30d391e","2017-05-16","StadenElysium","Merge pull request #740 from elysium-project/aqmerge","3b30d391ec5f6f528462611a3f789126c500c166"
"5","General Systems","554724f88","2017-05-16","Staden","Typo fix","554724f882080d3d7240d320f090221d27e6b105"
"5","General Systems","6301213a7","2017-05-15","eir","Update Honor Mark Expire time","6301213a7694e076b7634106f1f8dcbd32c8e0c0"
"5","General Systems","da69ef172","2017-05-15","GuybrushGit","Fix to ranged mobs attacking twice on agro","da69ef1727f44ac99208c03faca566f1ebfaf96b"
"4","AI & Movement","e49ec07e9","2017-05-15","eir","Make mailed Honor Marks expire","e49ec07e9e665a45e69aba93b218f586bfda45f6"
"5","General Systems","784bfed05","2017-05-15","Jonathanfy","Vanquished Tentacle fix + Timbermaw Ancestor  (#528)","784bfed05c7c6abb335d2afa89a5efc5ed43c765"
"5","Core Architecture","7f741c778","2017-05-15","woblight","Do not instantly kick players who get disconnected while they're teleported far","7f741c778b2df3256879c09d7fa777b38bdd0a37"
"5","Core Architecture","e7faf4bc8","2017-05-15","woblight","FindPlayerNotInWorld: remove check for player to be in world","e7faf4bc811d055ecca3b1359b5c4d2fa2bab5e7"
"5","Core Architecture","b3beba121","2017-05-15","woblight","Player::TeleportTo: use a more flexible approach to recover a teleport","b3beba12186f27713bcd455cbc015c17cbe18a03"
"4","AI & Movement","21102fe92","2017-05-15","Staden","Container abuse logging","21102fe92e6a6f3030c90ad605b8eb0a6f843ecc"
"1","Crashes & Security","2a70e7f57","2017-05-15","Staden","Replace assert with logging","2a70e7f57ccb67038c5c9690eca5603319f92e19"
"1","Crashes & Security","54aac1111","2017-05-15","Staden","Merge branch 'not_in_world_crashfix' of https://github.com/elysium-project/server into development","54aac1111932815c5840802e58278f234394662d"
"1","Crashes & Security","75cd37d70","2017-05-14","eir","Prevent Crashes on Player Invalid Map ID","75cd37d705941cec9352de0223f738f44885106f"
"2","Combat & Spells","fe12572fb","2017-05-15","brotalnia","Completely rewrote quest_end_script for How Big a Threat 2 (#714)","fe12572fbb7885086ca3035a9a4b0fa709ccbdc2"
"5","Encounters & World","c60d6bf10","2017-05-15","GuybrushGit","Trigger chest events when releasing loot (#722)","c60d6bf103eff4e33f0e9674f0f02cb3decf9e64"
"4","AI & Movement","b4ebde32b","2017-05-14","Gemt","added maexxna inner door and maexxna JustReachedHome function which sets data FAIL","b4ebde32b8c9327026eb85f41e1dc05798a5f97b"
"4","AI & Movement","385bc1f5f","2017-05-14","Gemt","Faerlina: web-door added. Pops up when she is engaged, dissapears when she resets or dies. Also, once again, more stable door handling of anubs door and gate","385bc1f5f15c724f0c3da4857e959a2dd440195a"
"2","Combat & Spells","fe6cf7ac3","2017-05-14","Gemt","Faerlina: Removed natureSilencedTimer, instead checking if we have aura from SPELL_WIDOWS_EMBRACE","fe6cf7ac3de7cfdd61472c981af6d28a0d032dfb"
"5","General Systems","39c6504b8","2017-05-14","Gemt","Faerlina: comment about enrage timers. Bugfix in nature silence mechanic","39c6504b81cc5127dad9ac2b8b4b5b3e5db74f88"
"5","Encounters & World","f7313001d","2017-05-14","Gemt","AnubRekhan: Checking instance pointer before using it","f7313001d55c77a9a7bfca781799f432c367381c"
"2","Combat & Spells","f20ac44fe","2017-05-14","Gemt","Faerlina: Worshippers and Followers removed from creature table. Instead spawned from Faerlinas script. creature_template for Worshippers now has widows embrace spell, allowing players who MC worshippers to use that ability. When Faerlina is hit by Widows Embrace, she stops casting poison volley for 30 seconds and removes enrage from herself. Various timer updates with research.","f20ac44fe754b358499e0ed146bfe4b81064d449"
"2","Combat & Spells","0f81e2fad","2017-05-14","Gemt","further contributing to hacky code: Creature::IsImmuneToSpell will now allow faerlina to be hit by Widows Embrace","0f81e2fade6d11359a7cfeb5c08217c2c89fefdf"
"5","Encounters & World","6bb26f37e","2017-05-14","Gemt","gave faerlina areatrigger scriptname. Using it to do her greet scripttext","6bb26f37ea9b4e12212fd37bb7500a96be9e1e0b"
"5","Core Architecture","698b1475e","2017-05-14","Gemt","slightly moved anubRekhans door to avoid depthbuffer fighting causing door be visible through the walls on the sides when player standing far away","698b1475e25c689c290231fac4d8f820b6d18c17"
"1","Crashes & Security","9e0243b72","2017-05-14","Gemt","AnubRekhan: Additional cryptfiends spawning during the fight now spawn together with locust swarm, on a fixed location, as it should. Locust swarm timers have had some changes based on research attatched in the boss-script file. Impale timers have also gotten some adjustments, with reserach attached.","9e0243b720b8c461f6e2a5891a56d862abd4f2a2"
"2","Combat & Spells","b4c4a878e","2017-05-14","Gemt","Anub'Rekhan: another attempt at handling the door to his entrance. Now making it clickable again if anubs state is not IN_PROGRESS, which will make it possible to get through the door if something goes wrong with automatic opening/closing","b4c4a878eb1330a2a7cd3a99acddc76b559c5615"
"2","Combat & Spells","0465f247e","2017-05-13","Gemt","AnubRekhan: moved cryptGuards inside the class where it belongs. Fixed anubs door open/close state bugs","0465f247e5523d4a6d0df69ef7946c7dea109e3d"
"5","Encounters & World","570375e56","2017-05-13","Gemt","AnubRekhan: Moved corpse scarab spawning logic for when a player dies from anubs script to the naxx instance script in instance_naxxramas::OnPlayerDeath. This will always trigger, unlike anubs own KilledUnit(), which would not trigger if player died from falldmg or an add","570375e56eede1b3f9c8c9fbc74f3db36bf552ac"
"5","Encounters & World","d928d1f61","2017-05-13","Gemt","Player::UpdateZone() now calls SetZoneScript(); which gives the Player objects a zoneScript ptr which is called when a player dies. This enable instanceScripts to use the onPlayerDeath callback, which previously was never called, as players never had a zoneScript pointer","d928d1f611bf95250523ddf07f51bc838a6962cb"
"5","Encounters & World","d03b21129","2017-05-13","Gemt","all TYPE_<bossname> enum entries in naxxramas.h have been updated to make sense. all hardcoded indexing of m_auiEncounter in instance_naxxxramas.cpp now uses the enum to index. WARNING: this may break some bugged old code that relied on the stupid old indexing","d03b2112903c12ae1bcf1757397d8b5287a64171"
"5","General Systems","1b1de4fe2","2017-05-13","Gemt","anubrekhan: Crypt guards now have their abilities. Timers needs work.","1b1de4fe230a8fabb9ce24fb6a74cefaa2c33f24"
"2","Combat & Spells","34753430c","2017-05-13","Gemt","anubrekhan: corpse scarabs now force 5k threat on their initial (random) target on spawn to focus them","34753430c131da4fbf43d6685633aeabcafc487f"
"4","AI & Movement","2c79e96c2","2017-05-13","Gemt","anubrekhan: Cryptguards now spawn 10 corpse scarabs on death, 15sec after the death. A player death will cause 5 corpse scarabs to instantly spawn. Corpse scarabs target a random player in the raid.","2c79e96c2646328f7ae2f04a4437aa2e247e28bd"
"4","AI & Movement","2376d7286","2017-05-13","Gemt","anubrekhan: removed anubs cryptguards from creature table. Summoning them manually from script instead. Boss and cryptguards will now chainpull eachother, regardless of which one is pulled first. Removed the corpse scarabs from creature table.","2376d7286dbb986e293c1c525b1eb37687f3a3f5"
"4","AI & Movement","0cca51468","2017-05-13","Gemt","AnubRekhan: door to anubs room now has a script that triggers the welcome-message when used first time of a (soft)reset of instance. Door closes on pull and opens on reset/death. Door is not clickable once intial opening has been done. Aggro radius increased.","0cca51468fc860d4c129bc6c16bb8c06080d0e64"
"2","Combat & Spells","0f5060e28","2017-05-13","Staden","Fix reputation rewards for Defusing the Threat Closes #703","0f5060e28b85d145755fccfb87e829f442f4a85d"
"2","Combat & Spells","901424736","2017-05-13","WobLight","Player: fixed death states (#692)","90142473634d5f8d839c7a64c888dcee7ea8a0d7"
"1","Crashes & Security","ba14ed225","2017-05-13","woblight","WorldSession::HandlePlayerLogin: if a player was being moved to a gy, repop him at nearest gy. In battlegrounds graveyards are subject to changes, so we can't assume the former teleport location is correct.","ba14ed2257b90920d02961e49aa329bf4ec3790a"
"5","Core Architecture","555d0f39c","2017-05-13","woblight","Player::TeleportTo: save options to allow teleport recover at login","555d0f39c3a2e055589bc8eca60859634756291c"
"5","Encounters & World","14e7f035f","2017-05-13","GuybrushGit","Misc quest and npc database fixes. (#685)","14e7f035f7fb1bc0e8177ea01cb2923ad6b395ac"
"5","General Systems","c1d888a7a","2017-05-13","brotalnia","Gubber Blump Fixes (#686)","c1d888a7aea8f2be784397ccc13ce15c44c51efb"
"5","Encounters & World","c69e0edcb","2017-05-13","brotalnia","Implemented quest Cave Mushrooms's start script (#697)","c69e0edcba3801beeae9fef2cad84f7d5918b295"
"4","AI & Movement","cb70809a3","2017-05-12","woblight","WorldSession::HandlePlayerLogin: redo pending teleport at login If teleport semaphores are set, the server will wait for a reply from the client, if the client just logged in, the teleport ACK was lost and no reply will be sent, This will cause the server to ignore client movements until semaphores are cleared.","cb70809a3bb2d605da46fc12fda9d9fbd44f77ce"
"2","Combat & Spells","3ccff442c","2017-05-12","sipertruk","fix SPELL_AURA_MOD_DETECT_RANGE (#683)","3ccff442c2a70fefffd46e8c277bf4c9bcb49d3b"
"5","General Systems","202bc85ce","2017-05-12","Prithu","Fixed Gnomish Cloaking Device being removed at the start of casts (#682)","202bc85ceacc567c6f9db234612b633b8fb62505"
"5","General Systems","1ecd67759","2017-05-11","Staden","Revert ""Fix ACE_TSS usage (#664)""","1ecd6775972203c787720ea37bbe572a4e23da2a"
"5","General Systems","0aa9df1fe","2017-05-11","GuybrushGit","Alterac Valley NPC fixes (#680)","0aa9df1fe6ef68d5afdb605f28479f967dda1c79"
"5","Core Architecture","4341a7538","2017-05-11","Faruk Ma┼íinovi─ç","Fixed some typos and give the players the possibility to create ticket without any confusion. (#678)","4341a75388b084710d89439d84a74cdee566a39d"
"4","AI & Movement","db12859dc","2017-05-11","KelNostralia","Fix bug that caused warriors to retain rage when switching stances. (#676)","db12859dc7b98f1f17e38b0cb176fd7785307bc0"
"5","General Systems","7c4bb6cf5","2017-05-11","Staden","Ensure bank slots are properly checked when looking for unique items The bank bags themselves weren't being checked, allowing multiple unique bags to be held","7c4bb6cf551e2eb5847039551d312cdcbd158348"
"2","Combat & Spells","e1abfac23","2017-05-11","Prithu","Now set PvP flag on NPCs with civilian flags regardless of faction status, so the civilian flag shows in client tooltips (#669)","e1abfac234603a5eb3cb0c5a42f9682aebdac76b"
"2","Combat & Spells","1abb1b24b","2017-05-11","brotalnia","Quest A Lost Master should require How Big A Threat part 1 (#674)","1abb1b24b84061cb72865e6dd4e3e963c3c1d35f"
"5","General Systems","093db8a33","2017-05-11","Staden","Add additional error checking to gold removal command","093db8a332329c92c997882b3ba5687e34ac477b"
"5","General Systems","fa4751ed7","2017-05-11","Staden","Minor formatting fix","fa4751ed7147ff195d918fece1fb2656a87ec146"
"5","Core Architecture","f743f496e","2017-05-11","Staden","Add gold removal command for offline players","f743f496eb74a202a4833decb05e85deaf8427a5"
"2","Combat & Spells","5b2eea44f","2017-05-11","Prithu","Prevent NPC backstab spells from being castable while the target is facing the creature (#671)","5b2eea44f534d7f095ee58ab65961c7793a84861"
"2","Combat & Spells","a4f4148c9","2017-05-10","Prithu","Fix spells that hit multiple targets proccing some auras more than once (#645)","a4f4148c9026e398e2a3d8cc7f53a8e7a9cb5170"
"5","General Systems","2ea863c27","2017-05-10","brotalnia","Fix ACE_TSS usage (#664)","2ea863c279426b91963994d392e48fb83f1c06e5"
"5","Encounters & World","2c5cf5e67","2017-05-10","Staden","Viscidus: Prevent Viscidus from dying during the glob phase","2c5cf5e67df9c74ea61c742929b0fe840b9de7c7"
"5","General Systems","7a1a1a47d","2017-05-10","GuybrushGit","Fix NPCs not moving home on evade (#550)","7a1a1a47de7d84cfd674efd35d38a6f7ea252ad2"
"2","Combat & Spells","f55e30257","2017-05-10","Prithu","No longer take ammo or proc ranged skillups when using blind (#532)","f55e3025789c418b0e3a1a5e7deabc83a76df20f"
"2","Combat & Spells","313dab078","2017-05-10","sipertruk","Fix warlock spell health funnel (#522)","313dab0789cf299b5bf93f77b456e37a9789bcd6"
"5","General Systems","27b0c6daf","2017-05-10","WobLight","Shapeshifting fixes 2 (#565)","27b0c6daf7d52aef6d98a4d68d5805ff496b4007"
"5","General Systems","e6a049c44","2017-05-10","GuybrushGit","Fix to improved gouge not stacking with gouge cd reduction (#562)","e6a049c44a05eb41781cefcc18ec7522f6addeb9"
"4","AI & Movement","2add70e6d","2017-05-10","Prithu","Fix creature movespline interrupt and improvements (#581)","2add70e6da3585caa8b3455e9967927ba14b8a3a"
"5","General Systems","52b9bed99","2017-05-10","GuybrushGit","Fix to some classes parrying when they shouldn't. (#663)","52b9bed9990b63baf31f1df8c0f45fe0f5cf61a4"
"2","Combat & Spells","9fb2a1822","2017-05-10","GuybrushGit","Added TargetAuraState support to the generic spell ai (#632)","9fb2a182215b7648f1869383deb971449d7cf6d6"
