"ShortSha","Date","Status","Crucial","Category","Author","Subject","FullSha"
"8e417f057","2017-09-24","PENDING","YES","Combat & Spells","brotalnia","Make sure swing timer is reset at end of cast.","8e417f057ad06f51571210153fbc64b14732c2b5"
"9a03be54d","2017-10-03","PENDING","YES","Core Architecture","GuybrushGit","Fix to guild charter GUID generation (#2838)","9a03be54de68087b3eeb5ec8cfcb0150a8d495d1"
"70bd349e7","2017-10-03","PENDING","YES","General Systems","GuybrushGit","Fix to text guid generation (#2824)","70bd349e759e8d65f21ceb548356592ce5b64188"
"d64fbdfe5","2017-10-02","PENDING","YES","AI & Movement","brotalnia","Translation to Ello - Movement script.","d64fbdfe5eae50926d007c705e0a60c1912d8fd0"
"c5eba54db","2017-10-01","PENDING","YES","General Systems","GuybrushGit","Remove invalid item suffixes (#2778)","c5eba54dbd24b177f56d1b5f53c43c94e64242d5"
"4d5f48298","2017-09-25","PENDING","NO","General Systems","GuybrushGit","Dire Maul East herb nodes","4d5f48298777443ddb460ec8c44fb678523e4901"
"e1746426d","2017-09-23","PENDING","YES","Combat & Spells","GuybrushGit","Shield spike damage (#2622)","e1746426d1a3e2fc465a8e1c4f9322f405af7746"
"0b245e678","2017-09-28","PENDING","YES","General Systems","GuybrushGit","Fix to BoP flag drop while charmed (#2769)","0b245e67809d0b1acbcec77513fcbe36d61132e3"
"8687e5f1d","2017-09-29","PENDING","YES","General Systems","GuybrushGit","Fix to Serpent Sting and Arcane Shot (#2746)","8687e5f1d63b5138216da566540d0b8fbd95f03b"
"ac4baa049","2017-09-29","PENDING","YES","Combat & Spells","GuybrushGit","Fix to aura duration after a long time offline (#2510)","ac4baa04971fab495ac9b00581a1183dadf70d1b"
"56f294b5a","2017-09-30","PENDING","YES","AI & Movement","GuybrushGit","Fixed feed pet out of line of sight. (#2341)","56f294b5a4eb3988c689395b88093d5ad31540a2"
"f080e0023","2017-09-29","PENDING","YES","AI & Movement","GuybrushGit","Fix to mail_item data types (#2812)","f080e0023e8d488db25e87ba5b03bcbccac1ce5c"
"8b1eb2409","2017-09-29","PENDING","YES","General Systems","GuybrushGit","Fixes to Six Demon Bag (#2717)","8b1eb24095fc8232d892e21ddc61160fbfa3bdd4"
"f703b8385","2017-09-08","PENDING","YES","General Systems","GuybrushGit","Fix to Meeting the Master not working while dead. (#2296)","f703b838589b0849742f1f8e7c1220eabad1a4e8"
"0c3cd6ae8","2017-09-08","PENDING","YES","General Systems","brotalnia","Fix gossip options for Andorgos (#2463)","0c3cd6ae8a75598c0be0fcd8e78fcbaffae2e173"
"8c2f7ebc9","2017-09-09","PENDING","YES","AI & Movement","sipertruk","Prevent sending expired mail (#2340)","8c2f7ebc997e613e444a39fa29537d2cd078b8c0"
"9a629bf48","2017-09-12","PENDING","NO","General Systems","Stodola Elysium","Extend Deleted Character List Commands (#2476)","9a629bf48e686c133632e44253567e9a88891c84"
"007c1d1b9","2017-09-13","PENDING","YES","General Systems","GuybrushGit","Fix NPCs not leaving vanish on death (#2515)","007c1d1b94306665a68bb4618e0ac3631f1a4827"
"072c93f17","2017-09-13","PENDING","NO","General Systems","GuybrushGit","WSG flag capture on flag respawn (#2494)","072c93f176b6cddd7a83197033ed63a235dd4fa9"
"42117a3bb","2017-09-18","PENDING","YES","Combat & Spells","GuybrushGit","Fixes to Paladin spell procs (#2471)","42117a3bbed600e7e02a4a8fbe56ee4c230e4628"
"e4bc87da7","2017-09-18","PENDING","NO","General Systems","GuybrushGit","Implemented Alliance / Horde reputation spillover (#2596)","e4bc87da7d908eb1f763c47cfeead4e016307018"
"1778e031b","2017-10-03","PENDING","YES","Core Architecture","GuybrushGit","Fix to guild charter GUID generation (#2838)","1778e031bd917ac925219688850f9457722677fc"
"961fa53dd","2017-10-03","PENDING","YES","General Systems","GuybrushGit","Fix to text guid generation (#2824)","961fa53dd50057f86ecec511a308f04d2417e749"
"a2d5303be","2017-10-03","PENDING","YES","General Systems","Gemt","fix gothik trash respawning after gothik is dead","a2d5303be206defcac7d14853e46c057c6052cb7"
"be9040788","2017-10-02","PENDING","NO","General Systems","brotalnia","New progressive database release.","be904078851f5549ea132876f51fdee506b46ce2"
"7bbf047e5","2017-10-02","PENDING","NO","General Systems","brotalnia","New Progression System (#2954)","7bbf047e5a9a82cee5d061c9b48d8a7025cdd53e"
"fb972a6fb","2017-10-02","PENDING","YES","Combat & Spells","brotalnia","Merge pull request #2741 from brotalnia/spell_attack","fb972a6fb3bd09a4a99df4f22d1fd91da0a6bdc9"
"e9e5e87a3","2017-10-02","PENDING","YES","Encounters & World","brotalnia","Merge pull request #2748 from GuybrushGit/issue-185","e9e5e87a3427265314e255ada14e3878c1321791"
"9629683a2","2017-10-02","PENDING","YES","Encounters & World","brotalnia","Merge pull request #2658 from brotalnia/migrations_sql","9629683a247becb18123b643bd8062b75809365c"
"92aac4b0a","2017-10-02","PENDING","YES","AI & Movement","brotalnia","Translation to Ello - Movement script.","92aac4b0a3d3e37fdfa8128ba6e99a1992c1fd10"
"64fe233f3","2017-10-02","PENDING","NO","General Systems","Gemt","Merge branch 'release' of github.com:elysium-project/server-staging into release","64fe233f34bd78b82c7eadedfe8c8277889a6a95"
"50f375943","2017-10-02","PENDING","YES","General Systems","Gemt","4hm voidzone placement improvement to avoid them randomly falling through the ground","50f3759434a8f398e67f054708d00d3f28cbd638"
"fbf4fec95","2017-10-01","PENDING","YES","Encounters & World","Kittnz","Scourge Event: Adjust time to 0000-00-00 00:00:00","fbf4fec95bcbed8d06736c65bbefd5249277a23f"
"62c2c8992","2017-10-01","PENDING","NO","General Systems","Gemt","remove old debug logging on noth","62c2c89923e26801770003e51bb8fb122f88ac2d"
"8f75a5e1b","2017-10-01","PENDING","YES","Encounters & World","Gemt","remove starting of scourge event from naxx_event.sql","8f75a5e1bef571fbd2e19efc67bccfe1abe7a6b3"
"99f93d869","2017-10-01","PENDING","YES","General Systems","GuybrushGit","Remove invalid item suffixes (#2778)","99f93d86906e0331374cf9688ef7383acb16f8ef"
"883925539","2017-10-01","PENDING","YES","Crashes & Security","brotalnia","Fix mount exchange quests.","8839255393a7315e3373e4ac9874c4a4e2729323"
"831ea4eec","2017-09-30","PENDING","YES","General Systems","Gemt","faerlina widows embrace delay enrage fix","831ea4eec308aaa201733ab2913f1464765811d5"
"c40a3b927","2017-09-30","PENDING","NO","General Systems","Gemt","necrotic stalker immuneflags","c40a3b927b23af67e90217bb923a80bd4e38a683"
"ed0771c7e","2017-09-30","PENDING","YES","AI & Movement","GuybrushGit","Fixed feed pet out of line of sight. (#2341)","ed0771c7e55f397fb060ea186e4e6ab5734e9b20"
"b8f6a1e8d","2017-09-29","PENDING","YES","General Systems","brotalnia","Misc fixes.","b8f6a1e8d9c7e1fa4c6e4e92404f87d479684c95"
"650a9434b","2017-09-29","PENDING","YES","Combat & Spells","Gemt","inevitable doom cant be resisted","650a9434b5a6c41856e631e28af068647a481596"
"9f340cdd9","2017-09-29","PENDING","YES","General Systems","brotalnia","Fix new startup errors.","9f340cdd971ffc202a34ddac27ea9e36d0d53b40"
"6d5e00fb0","2017-09-29","PENDING","YES","Combat & Spells","GuybrushGit","Prevent proc spells from breaking CC (#2506)","6d5e00fb0d075559d28e2311b84a156f57f76b00"
"cef8d7846","2017-09-29","PENDING","YES","Combat & Spells","GuybrushGit","Fix to aura duration after a long time offline (#2510)","cef8d78462a3547c5bb616a7fea5c6ca8f8a404a"
"58b9983c5","2017-09-29","PENDING","YES","General Systems","GuybrushGit","Fixes to Six Demon Bag (#2717)","58b9983c5d34db6c13d7662d2174d2c67f8fb56f"
"0384814de","2017-09-29","PENDING","YES","Combat & Spells","GuybrushGit","Fix to mechanic resistance talents (#2727)","0384814de2ce2d5e3577425b22b5261981eb0a83"
"747647c28","2017-09-29","PENDING","YES","General Systems","GuybrushGit","Fix to Serpent Sting and Arcane Shot (#2746)","747647c28d7dcd7a1ae149c844e275ffcf673c82"
"97157c17f","2017-09-29","PENDING","YES","AI & Movement","GuybrushGit","Fix to mail_item data types (#2812)","97157c17f617751aef80100652d7fd1bf519662e"
"8d12e5742","2017-09-28","PENDING","YES","Encounters & World","Gemt","dont add interractable flag to naxx boss-gates after a wipe","8d12e574225891b04207c045585cf85f4e048114"
"84a8b7d40","2017-09-28","PENDING","YES","Combat & Spells","GuybrushGit","Fix to combat pulse on wipe (#2794)","84a8b7d4051489d84911fafe4bee6ad99564163d"
"dd868079f","2017-09-28","PENDING","YES","General Systems","GuybrushGit","Fix to BoP flag drop while charmed (#2769)","dd868079ff5305b5695c261d880ced8b90419830"
"80a1ea5b3","2017-09-28","PENDING","YES","Combat & Spells","GuybrushGit","Fix to combat pulse on wipe (#2794)","80a1ea5b38a8541f7ac63de0f10faf439e7ad404"
"c07e476b5","2017-09-26","PENDING","NO","General Systems","Gemt","more gothik targeting in p2","c07e476b5ea3573223a82885aabd6f8845eea422"
"1124297b8","2017-09-24","PENDING","NO","General Systems","GuybrushGit","Remove fish from wetlands lake","1124297b8217ad2595cdab562157ecabfe19c781"
"93e5394b6","2017-09-26","PENDING","YES","Encounters & World","Gemt","Merge pull request #2725 from GuybrushGit/wetlandsFishing","93e5394b6e75f8a2b446f22b10b5870a31ce95e4"
"52e22c056","2017-09-26","PENDING","YES","Crashes & Security","Gemt","change order of some checks in KT update to get rid of potential race condition where boss wont reset propperly","52e22c056b07793917f2be1a4d506d3e0663f1ff"
"e5979fda4","2017-09-26","PENDING","YES","Encounters & World","Gemt","gothik adds now despawn after 7min ooc if somehow not despawned by boss.","e5979fda44d8706e88cfb8ff12591f8d82d362c8"
"1f97df952","2017-09-26","PENDING","YES","Combat & Spells","Gemt","remove custom KT combat pulse after addition of general creature combat pulsing","1f97df9522e40eb2ed8837e86db364b9bed9f41a"
"19810d46b","2017-09-15","PENDING","YES","Encounters & World","GuybrushGit","Fixes to Horde Field Duty event. (#2348)","19810d46bd3b9916f02efba16b6e3c153b50d9ff"
"78dd4da56","2017-09-18","PENDING","YES","AI & Movement","Prithu","Implemented a mutex for async unit movespline updates to prevent a race condition. The condition is as such: (#2610)","78dd4da5620fe94109a4de5c0bd667eed200ea11"
"e39407294","2017-09-18","PENDING","YES","AI & Movement","GuybrushGit","Removed distance limits from raid loot (#2433)","e39407294b7b24ead4a92fbfd8d3ce01854fec5e"
"39a844558","2017-09-09","PENDING","YES","Combat & Spells","GuybrushGit","Implemented the combat pulse on raid bosses (#2338)","39a84455823fe9b2b770181aab3fc7987793cb52"
"0b7633b1c","2017-09-26","PENDING","NO","General Systems","Gemt","small cleanup in naxx class","0b7633b1cc442e533425ac8d9266dea0e12beaee"
"0b38102b5","2017-09-26","PENDING","YES","Core Architecture","Gemt","Replace hardcoded Areatrigger for naxx exit after reset with specialcase in Player::LoadFromDB","0b38102b5eb07a6980ddd2da514e7703eae6066a"
"503b21e3a","2017-09-25","PENDING","NO","General Systems","GuybrushGit","Dire Maul East herb nodes","503b21e3a5097ed3b438de9075ec808544e9de71"
"f4af77e39","2017-09-24","PENDING","YES","Encounters & World","Gemt","hacky fix for the lack of an exit areatrigger in naxxramas. This will make it so players inside naxx will be ported outside if the instance they are logging into has reset","f4af77e39822aaac42ce6e79a50138b4f04447f0"
"7f60f8fd6","2017-09-24","PENDING","YES","Combat & Spells","brotalnia","Make sure swing timer is reset at end of cast.","7f60f8fd6750f53618475941c2671874953b964e"
"8a74226ba","2017-09-24","PENDING","YES","Combat & Spells","Gemt","all places which use RemoveSpellsCausingAura with arg for SPELL_AURA_MOD_CHARM now also call it with arg SPELL_AURA_AOE_CHARM","8a74226baaef7a31c03b29e4801b020339afec8e"
"d0f920e56","2017-09-24","PENDING","YES","Combat & Spells","Gemt","KT combat pulsing","d0f920e56c156c72f059d0a0a0ee0f74a45af491"
"4b3dab10b","2017-09-24","PENDING","YES","Combat & Spells","Gemt","loatheb: fix spells sometimes not being successfully cast","4b3dab10b74839f20e7ccc104d6df2939be657ff"
"3d923aa1d","2017-09-24","PENDING","YES","AI & Movement","Gemt","4hm replace custom target selection with Creature::SelectAttackingTarget. Fix zeliek not re-casting holy-wrath if he failed acquiring a target once","3d923aa1d8503b995ec94e753e7a84165083792a"
"c487a53e4","2017-09-24","PENDING","NO","General Systems","GuybrushGit","Remove fish from wetlands lake","c487a53e41589f709f0da2a22edc668b57fdc0f1"
"c0003f5fb","2017-09-23","PENDING","YES","AI & Movement","Gemt","gothik: gate opening logic cleanup. shadowbolt target selection using los flag. Periodically checking if all players on one side are dead to open gate early if a wipe happens on one side during p2.","c0003f5fbc6cfb910a976ad2291f661a35ea1bd6"
"cf0cddfae","2017-09-23","PENDING","YES","Core Architecture","Gemt","make sure KT can reset properly if somehow all players die during the 20 first seconds of p1","cf0cddfae28869ce7150ecd1eff9c009fe0c1cca"
"2cef0d6e5","2017-09-23","PENDING","NO","General Systems","Gemt","gothik dont spawn ud adds after a wipe","2cef0d6e5e9c9dda63db39d2bb0c0682bd4e16f4"
"c09908f18","2017-09-23","PENDING","NO","General Systems","Gemt","gothik: bigger search radius when searching for adds to despawn after wipe","c09908f18265212017d445921fdd8bc7ee2d97dd"
"dc5fb4f00","2017-09-23","PENDING","YES","General Systems","Gemt","attemptfix rare bug where KT does not reset health after a wipe in p2/3","dc5fb4f006d053f6f7bf9a2865c7730fd1b569fd"
"4aa891d0d","2017-09-23","PENDING","YES","General Systems","Gemt","fix an addspawn bug on gothik","4aa891d0dc711c2e9b544061cd2a544359211431"
"626455d5c","2017-09-23","PENDING","YES","Combat & Spells","Gemt","kt some spell overlap prevention logic","626455d5c07188b10b643b65b04ca6f1c2ae65cb"
"0c1800896","2017-09-23","PENDING","YES","Combat & Spells","Gemt","misc stat updates DK wing","0c18008969ebc511099d1dc7a3cd909ba5de076e"
"a1228293d","2017-09-23","PENDING","YES","Combat & Spells","GuybrushGit","Shield spike damage (#2622)","a1228293d3cec82e8b26fe5b555b9e5e1085308e"
"685682911","2017-09-22","PENDING","YES","General Systems","brotalnia","A few misc fixes.","685682911d32ad00221b5bdfaeffefe6867a6edc"
"d4b7b2cae","2017-09-22","PENDING","NO","General Systems","shenna","Anti Spam blacklist, feel free to fill it with useful websites :D","d4b7b2cae9a32829057df6fd0ae0f287c9cc87a6"
"00b38281f","2017-09-22","PENDING","YES","General Systems","Gemt","pw targetting updates","00b38281feaa7cb4db2bde2dc3e739e902e72e2c"
"85a717817","2017-09-21","PENDING","YES","Encounters & World","Kittnz","Event: Add gameobjects of AQ Gate to game_event. (#2680)","85a71781757558514993ca62122566136fe4bd46"
"e979b7346","2017-09-21","PENDING","YES","Encounters & World","Kittnz","Event: Add gameobjects of AQ Gate to game_event.","e979b7346adce574d584c1a0a84d555bc3974e2e"
"b023d8b38","2017-09-21","PENDING","NO","General Systems","Gemt","heigan: gauntlet is 4 everyone!","b023d8b38e555e62e301dd99dcc8761ee6949eb6"
"3ed58547e","2017-09-21","PENDING","YES","AI & Movement","Gemt","sapphiron: remove unnecessary MoveChase after airphase landing, likely cause of bug where boss runs off to a side for a while after airphase","3ed58547edf66652723779173d157d23cde0fabe"
"6d2c3297a","2017-09-21","PENDING","YES","General Systems","Gemt","gothik gate fix take 98708","6d2c3297a9c94059be132943ae5de7e42704584a"
"b026f0bea","2017-09-21","PENDING","YES","Combat & Spells","GuybrushGit","Fix self damage not working with Sacrifice / Soul Link (#2635)","b026f0bea9b7f51b836526c34abbbffc85d1d92f"
"0a5cde873","2017-09-21","PENDING","YES","Combat & Spells","GuybrushGit","Krastinov threat dump (#2620)","0a5cde873ec4edeb04fe71a74ef97dc7e5bcca76"
"b07dc5088","2017-09-21","PENDING","YES","Encounters & World","GuybrushGit","Prevent Stranglethorn Fever getting stuck (#2637)","b07dc508894bf861251ef258db7fd42faa5f5f80"
"c2f15c18e","2017-09-21","PENDING","YES","General Systems","GuybrushGit","Misc DB Fixes (#2618)","c2f15c18efcf44156e6b354ffdae4e4844fcd523"
"ec87ab315","2017-09-21","PENDING","YES","General Systems","shenna","Antispam system update","ec87ab3155357dff2e9cea69bd9901f171044b1a"
"58dbb945b","2017-09-21","PENDING","YES","Crashes & Security","brotalnia","Crash fix attempt for quest Triage","58dbb945b68b651e3a4b2fb7edef8b1509958b4a"
"4af384040","2017-09-21","PENDING","YES","General Systems","Prithu","Implemented support for serial transactions and character loading (#2664)","4af38404060b117c5a82e09155d9214dcb1385ff"
"6d45fae84","2017-09-20","PENDING","YES","Combat & Spells","GuybrushGit","Prevent dispelling positive poisons (#2638)","6d45fae8412c4f7c016192f7b1e0f283fc80a5f5"
"9a75c9c86","2017-09-20","PENDING","NO","General Systems","GuybrushGit","Elixir of Dream Vision effect (#2653)","9a75c9c8688248eb0417aa23331718952f8f8608"
"13ce5239b","2017-09-20","PENDING","YES","General Systems","GuybrushGit","Fix to Flurry consuming extra attacks (#2654)","13ce5239b5df76b27b1adfe725218d2f6b258436"
"970254dff","2017-09-20","PENDING","YES","Combat & Spells","brotalnia","Remember to drop procedure once we are done.","970254dff8a1792bb1ae76c49879e027dac7a6c2"
"765fe8d06","2017-09-20","PENDING","NO","General Systems","brotalnia","Make migration query smarter.","765fe8d0616d13bd6a4ed8abea7c2dc750091ffa"
"26d143d85","2017-09-20","PENDING","NO","General Systems","Prithu","Backport database adjustments for 1.12 base (#2600)","26d143d853d4cc291688a2c3dbc90af205226bcf"
"35ab5f6e2","2017-09-19","PENDING","NO","General Systems","Gemt","2 packs after faerlina linked to maexxna","35ab5f6e2734753e545e2881856af76577d8d348"
"d43e3307d","2017-09-19","PENDING","NO","General Systems","Gemt","grobbulus: remove emote for injection and slime spray","d43e3307db08bb9d352f97299d8a029cfeed3d9a"
"daa505d62","2017-09-19","PENDING","NO","General Systems","Gemt","gothik gate open instant in p2 if a side has wiped.","daa505d6277636b9d825bb94b74a9fbf8877ebb0"
"b495933ba","2017-09-19","PENDING","YES","Encounters & World","Gemt","removing dead bosses in naxx on respawn if GetData() == done. Fixes gothik respawn","b495933ba3aa49f2ce7047b096ae01e8e24e0ad6"
"1b3a13321","2017-09-19","PENDING","YES","General Systems","Gemt","heigan additional HandleEvadeOutOfHome check","1b3a133210c8ba0178d9dc613fd7c3a52c27b6c7"
"d857e462e","2017-09-19","PENDING","YES","Combat & Spells","GuybrushGit","Fix to mechanic resistance talents (#2639)","d857e462e7b46d53ad5f5d5e07a201959a62dbcc"
"a25d5f9c1","2017-09-19","PENDING","YES","AI & Movement","GuybrushGit","Primordial Behemoth AI (#2627)","a25d5f9c171daf139d7869e02d269685a7200e17"
"8541a7b12","2017-09-18","PENDING","YES","General Systems","Gemt","smarter checking if kt dead for bigglesworth yell","8541a7b128b9654d623cfb865917985373ace3c5"
"1998fcdb8","2017-09-18","PENDING","NO","General Systems","Gemt","bugsthatmatter: kt not yell when bigglesworth killed after kt dead","1998fcdb802c894ffbf1b45c33e3c68134470e56"
"5a8920316","2017-09-18","PENDING","NO","General Systems","GuybrushGit","Aquadynamic Fish Attractor duration (#2628)","5a89203164645ac2c0a9d9fbccf6b108357d717a"
"92ac88172","2017-09-18","PENDING","YES","AI & Movement","GuybrushGit","Removed distance limits from raid loot (#2433)","92ac881722ec881adf6e90769445239d0448c7ca"
"86b7b2570","2017-09-18","PENDING","YES","AI & Movement","Gemt","2 missing creature links gauntlet before heigan","86b7b257053a0e8115762616a45d3dcc5db3fcb1"
"17565bd1d","2017-09-18","PENDING","YES","General Systems","Ryan Cheung","Fix a typo (#2630)","17565bd1d365554a41f4d6680813fa72d237209a"
"4fca4049c","2017-09-18","PENDING","NO","General Systems","Gemt","naxxramas_patch02.sql formatting","4fca4049ccd172f21b4d1a3c42ed42ec9ed2f23b"
"b1a449331","2017-09-18","PENDING","YES","Encounters & World","Gemt","SetLootAndXPModDist for naxx bosses","b1a4493315cf1d32dcb91cbb5f0e1ca9971a8568"
"0d7a80c9f","2017-09-18","PENDING","NO","General Systems","GuybrushGit","Implemented Alliance / Horde reputation spillover (#2596)","0d7a80c9f04f65d9d7bfe40a3b49252a01a3ea39"
"ed0cfed91","2017-09-18","PENDING","YES","Combat & Spells","GuybrushGit","Fixes to Paladin spell procs (#2471)","ed0cfed919de54d0382db2820275fc2091db7a78"
"a4e3a189c","2017-09-18","PENDING","YES","AI & Movement","Prithu","Implemented a mutex for async unit movespline updates to prevent a race condition. The condition is as such: (#2610)","a4e3a189ca86815a6f734bf30f6ac293d49948f5"
"323e8c277","2017-09-17","PENDING","YES","Encounters & World","Gemt","cd on KTs kill scripttexts","323e8c277de94036a4652c4242236dbcc8a5a10a"
"fb3192ac7","2017-09-17","PENDING","YES","General Systems","Gemt","fix omarion gossip dialogue","fb3192ac7865d3bb5181934f9b09ec3b5b2797cf"
"a8fef4723","2017-09-17","PENDING","YES","AI & Movement","Gemt","misc missing creature linking in naxx","a8fef47236eb8bfa9e8b7cec144193e151d18143"
"5cab50cc5","2017-09-17","PENDING","YES","Combat & Spells","Gemt","3, not 2 shackles b4 dispell on kelthuzad","5cab50cc5517cfbad4d72422a06fe347e703c19d"
"285abd020","2017-09-17","PENDING","YES","General Systems","Gemt","Guardians of icecrown immuneflags and dmg","285abd020e24ce8db9b94b40683c1b8bb9a370cf"
"e4bf55f97","2017-09-16","PENDING","NO","General Systems","brotalnia","Remove duplicate spawn of Swirling Maelstrom.","e4bf55f97fdc61dd9d916a58a7439892638cd0b1"
"0504025bc","2017-09-16","PENDING","YES","General Systems","brotalnia","Some gossip and other misc fixes.","0504025bcc540994ff9894e19f90c6917603ffc3"
"d0b26d20f","2017-09-16","PENDING","NO","General Systems","Gemt","lord blackwood respawntimer","d0b26d20f668a31775767275a3899a26f284f8f0"
"825b9eaf1","2017-09-16","PENDING","YES","General Systems","Gemt","take 2 ToT bug hackfix","825b9eaf1252f255789f8dc7baa0aad7a1ebef35"
"ac2cdcf9f","2017-09-15","PENDING","NO","General Systems","Gemt","lord blackwood faction","ac2cdcf9fddf7123cc0813b10948632b7a140d26"
"0891b8705","2017-09-15","PENDING","YES","AI & Movement","Gemt","playerai dont attack other MCed players. hostile to pther players bug after charm ends hopefully fixed","0891b8705316bc8c778f4727a788724301bb9e98"
"f4730ea01","2017-09-15","PENDING","YES","Encounters & World","GuybrushGit","Fixes to Horde Field Duty event. (#2348)","f4730ea01df03bf3410307118245be679c4091a8"
"a35859c26","2017-09-15","PENDING","YES","Encounters & World","Adam Peterson","Fixed Triage quest PVP flag bug (#2483)","a35859c2694e697f37c21ce174aef66a23bb796d"
"a5edbae74","2017-09-15","PENDING","YES","Combat & Spells","Prithu","Prevent dangling pointers being added to channeled spells if the aura cannot be added to a target (#2562)","a5edbae742eee6358b90b1d0e7be62d893d6b71d"
"d4ea00181","2017-09-14","PENDING","YES","Combat & Spells","Gemt","forward decl SpellEntry in ZoneScript.h","d4ea00181c186e09d611baba2b6cbb6bf40b49c9"
"a2a9b794c","2017-09-14","PENDING","YES","Combat & Spells","Gemt","buildfixes AuraRemovalMgr and InstanceStatistics","a2a9b794c999163f5232960d9906d7c2165e6898"
"d2e02b249","2017-09-14","PENDING","YES","Encounters & World","Gemt","timing fix in ashbringer SM event","d2e02b249cdac68935c74ecb7df81bc31b24ca59"
"533e7c91a","2017-09-14","PENDING","NO","General Systems","Gemt","dmg increase for lhc naxx NPCs. Respawn timer for naxx attunement npc reduced","533e7c91a0691620124c37e24a71b3020a5a1905"
"743daa710","2017-09-14","PENDING","YES","Combat & Spells","Gemt","ashbringer player aura to passive","743daa710b2884c21bb3e5f30a7e92012843fc18"
"d4f80ac66","2017-09-14","PENDING","YES","Combat & Spells","Gemt","remove unnecesary spell_effect_mod for 28442","d4f80ac66b6dad66213e04bedc0dcfc3d64c86d9"
"372541982","2017-09-14","PENDING","YES","Encounters & World","Gemt","sm event timing and facing fix","3725419821499bb195698bcc39e488d6d847f503"
"90c1501c9","2017-09-14","PENDING","NO","General Systems","Gemt","ashbringer whispers","90c1501c91b31d37b31fabeb3ad466274dd8e3ae"
"75064b973","2017-09-14","PENDING","NO","General Systems","Gemt","Merge branch 'release-staging' into release","75064b9736699d77c072ef858b2c770165e5c733"
"dcd54a437","2017-09-14","PENDING","YES","Combat & Spells","Gemt","instancestatistics: dont kill the kitty","dcd54a43702c61c96648de49b4608988a2bfa18d"
"dcc292ae1","2017-09-14","PENDING","YES","Encounters & World","Gemt","ashbringer SM event","dcc292ae1e98dab2ab3d62fccca59f1347b7b76c"
"0be0ed701","2017-09-13","PENDING","YES","Combat & Spells","Gemt","threadsafety in InstanceStatistics class. Added table for custom instance statistic counters","0be0ed70123d2179a1e3ce3585ecfdf5dca4954b"
"1cc4575d6","2017-09-14","PENDING","YES","Combat & Spells","Prithu","Allow creatures to cast positive spells on other creatures again (#2567)","1cc4575d692a3f00fc36d116f397da54a73b39d0"
"96107018b","2017-09-13","PENDING","YES","AI & Movement","GuybrushGit","Fix to Improved Mend Pet talent. (#2281)","96107018b13660b7437a79c36a8adae0b7fe89c1"
"925aa164b","2017-09-13","PENDING","YES","Combat & Spells","GuybrushGit","Aura stacking issues (#2421)","925aa164bee6d1e8377802433cab96b40ef6df00"
"72dbd4d20","2017-09-13","PENDING","YES","AI & Movement","GuybrushGit","Prevent pet pulling Magistrate and techies (#2492)","72dbd4d203379f3e4c0e19dd9a1a5a354c9541cd"
"52b01ccf2","2017-09-13","PENDING","YES","Combat & Spells","Gemt","instanceStatistics table instance_creature_kills now use map,creature,spell as PK. Improved handling of 4hm wipe counter","52b01ccf2d00516281f926b655c1041f75a2b48f"
"9b54632b7","2017-09-13","PENDING","NO","General Systems","GuybrushGit","WSG flag capture on flag respawn (#2494)","9b54632b72ca5013697b7f1e4f8e24eabf5406e2"
"835811f84","2017-09-13","PENDING","YES","General Systems","GuybrushGit","Fix NPCs not leaving vanish on death (#2515)","835811f8475fcc83969a6ac4355264fd9819422f"
"e748ee93b","2017-09-12","PENDING","YES","Combat & Spells","Gemt","Initial logic for Instance statistics. Table containing boss wipes in instances. Requires some custom implementation. Table containing player death counter to any creature in an instance. Logic for death by spell is wip.","e748ee93b56a2e511666e00209b26d36aa25af0c"
"a00e0e817","2017-09-12","PENDING","NO","General Systems","Gemt","sorry teamDMF and teampalanotalliance","a00e0e817d49dc8a8a5d373866024af4d31d639f"
"2b2cebe7c","2017-09-12","PENDING","YES","Combat & Spells","Gemt","reload command for dbtable used by SpellAuraRemovalMgr","2b2cebe7c2ca9f113b8bb9490f84299eb2640539"
"815204654","2017-09-12","PENDING","YES","Combat & Spells","Gemt","flags for horde and alliance specific auras added to auraRemovalMgr and table","81520465490244bdeed5334b36eefefda73922a5"
"e50502dc8","2017-09-12","PENDING","NO","General Systems","Stodola Elysium","Extend Deleted Character List Commands (#2476)","e50502dc8d1f8631e8329176ea277a9e52f8b86d"
"02443f9e7","2017-09-12","PENDING","YES","AI & Movement","Gemt","check m_caster ptr validity in Chains of Kel'Thuzad (28408) handling","02443f9e71c921d19c2d9133d5c19df1caec3cac"
"308944ddd","2017-09-12","PENDING","YES","Core Architecture","Gemt","check for nullptr before using player ptr during thaddius polarity target selection","308944dddabf7b09d4eaadf5dc28567080ffd2e5"
"352de1d34","2017-09-12","PENDING","YES","Combat & Spells","Gemt","small comment in AuraRemovalMgr.h","352de1d3432b659bff348fdbece4f13a77f30c7f"
"298fbaca9","2017-09-12","PENDING","YES","Encounters & World","brotalnia","Expand quest greeting implementation. (#2530)","298fbaca94320d4382fbfe75338879d8c9ebff4a"
"2a3478904","2017-06-29","PENDING","YES","Encounters & World","WobLight","Revert ""Map::Update: prevent small lag spikes from stacking delay on timers. (#1032)""","2a3478904fde32dbfe980bf96fd2273b841f240e"
"073486285","2017-09-12","PENDING","YES","Core Architecture","Prithu Parker","Revert ""Do not instantly kick players who get disconnected while they're teleported far""","07348628590386a5e19bc7258c0596d346550c07"
